point_id,pc1,pc2,cluster
0,0.14853987605436383,0.3544771033408588,3
1,0.16622540529449029,0.33372409765486943,8
2,0.08203829974085045,0.3009750747747415,8
3,0.12592720129681337,0.25581005014673364,8
4,0.14438441925196147,0.27354361389939497,8
5,0.04987939858622528,0.2860730580214904,8
6,0.07383064373193413,0.29827661005247164,8
7,0.2369904144457776,0.3167544114348234,3
8,-0.07101673948797896,0.19489803967729005,8
9,0.2376341751271618,0.3144149305117962,3
10,0.1269641212252344,0.26017802622059016,8
11,0.14899123886385715,0.25709358575315455,8
12,0.23589370435047816,0.40867503769694513,3
13,0.20850878355373234,0.4860412238076759,3
14,0.18214689146120402,0.47792501704745627,3
15,0.33154993069176086,0.568296308513055,3
16,0.2915639278655521,0.36252558736102053,3
17,0.1278323382230572,0.15280048351528802,8
18,0.17412108000198176,0.20078996458612064,8
19,0.1719285265025731,0.1570173958017292,8
20,0.06790297815060789,0.20793861148428308,8
21,0.20731353642441444,0.20565158523047536,8
22,0.10513147743309861,0.14956864997588537,8
23,0.10334771452761213,0.2011988735856886,8
24,0.13882987726625926,0.09810717521700346,8
25,0.12520799278499836,0.1428534318970548,8
26,0.20652535177262762,0.31115085488580946,3
27,0.21100594765170858,0.44322407909044076,3
28,0.24569294403554984,0.6668923102532962,3
29,0.15595334857308937,0.26632186339760355,8
30,0.17337866985890396,0.13747772246857776,8
31,0.21289899316855662,0.13452923682696982,8
32,0.18949013692027164,0.10563060695260218,6
33,0.14266151253191448,0.08580936495545144,6
34,0.14554609932194248,0.08149492552186294,6
35,0.09971073760834862,0.10111742397122586,6
36,0.10287946813719154,0.12019870022202012,8
37,0.13295539703153766,0.10931278738409722,8
38,0.1858540766206904,0.11699004022849796,6
39,0.16348070696468578,0.13820637065254676,8
40,0.1873698042605659,0.13499888714305813,6
41,0.15991559068377934,0.16251732081462295,8
42,0.06459433912141163,0.17273188429467637,8
43,0.14842134229855744,0.27827856338398665,3
44,0.17647579823475892,0.27051702985261483,8
45,0.28252132262178287,0.4129930836034576,3
46,0.2036007045921516,0.13675414292064408,6
47,0.17703307072321492,0.09395215233370613,6
48,0.17935199108952385,0.13561400217708203,6
49,0.17694130018984314,0.10173605475266906,8
50,0.11634304881060001,0.10455042332290798,8
51,0.2203842075636205,0.16007179166127328,8
52,0.20486776904538265,0.12314370484763931,8
53,0.19570764430448742,0.14219018653659915,8
54,0.19935470614028164,0.06858568330721737,6
55,0.2588547043329482,0.1414222696947416,8
56,0.13637636520743177,0.09299561529038375,6
57,0.16633105165084436,0.038782739904969776,6
58,0.11487053218514567,0.06022670120151963,6
59,0.13445504676400374,0.06531411526616743,6
60,0.1810392043017169,0.06920882609759998,6
